Player,Age,Tm,MP,TRB,AST,STL,BLK,PTS,FGA,FG%,3PA,3P%,eFG%,FT%,TOV,PF,PER,TS%,USG%,VORP,WS,TRB%,AST%,STL%,BLK%,TOV%,WS/48,BPM,Year,box,W/L%,playoffs,seed,Share,Rank,got_votes,is_mvp,gp_pct,point_lead_count_wins,rebound_lead_count_wins,assist_lead_count_wins,point_lead_count_losses,rebound_lead_count_losses,assist_lead_count_losses,point_lead_count_total,rebound_lead_count_total,assist_lead_count_total,pra,total_pra,total_prank,pra_rank
Evan Turner,26,BOS,27.6,5.1,5.5,1.0,0.2,9.5,9.1,0.4,1.5,0.3,0.5,0.8,2.4,2.2,12.8,0.5,19.5,0.6,2.5,10.1,30.0,1.8,0.7,19.7,0.1,-1.0,2015,11.8,0.5,1,7,0.0,,0,0,1.0,3.0,6.0,15.0,3.0,2.0,19.0,6.0,34.0,8.0,24.0,74.0,563.0,908.5
P.J. Tucker,29,PHO,30.6,6.4,1.6,1.4,0.3,9.1,7.6,0.4,3.2,0.3,0.5,0.7,1.2,2.3,12.5,0.5,13.9,1.9,4.9,11.5,7.4,2.2,0.7,12.7,0.1,1.2,2015,9.7,0.5,0,10,0.0,,0,0,1.0,0.0,5.0,0.0,2.0,12.0,1.0,2.0,1.0,17.0,5.0,4.0,3990.0,3132.0
Tristan Thompson,23,CLE,26.8,8.0,0.5,0.4,0.7,8.5,6.0,0.5,0.0,,0.5,0.6,1.0,2.3,15.6,0.6,14.0,0.8,6.8,17.2,2.7,0.8,2.2,12.2,0.1,-0.6,2015,9.6,0.6,1,2,0.0,,0,0,1.0,0.0,16.0,0.0,0.0,10.0,0.0,0.0,0.0,26.0,16.0,0.0,6409.0,1451.5
Tony Wroten,21,PHI,29.8,2.9,5.2,1.6,0.3,16.9,14.5,0.4,4.7,0.3,0.4,0.7,3.8,2.4,14.9,0.5,30.5,0.1,0.3,5.2,34.9,2.7,0.7,18.0,0.0,-1.5,2015,10.0,0.2,0,14,0.0,,0,0,0.4,2.0,0.0,2.0,13.0,1.0,12.0,15.0,14.0,1.0,4.0,43.0,1059.5,3489.5
Steven Adams,22,OKC,25.2,6.7,0.8,0.5,1.1,8.0,5.3,0.6,0.0,,0.6,0.6,1.1,2.8,15.5,0.6,12.6,2.1,6.5,14.4,4.3,1.0,3.3,14.1,0.2,2.1,2016,9.1,0.7,1,3,0.0,,0,0,1.0,0.0,5.0,0.0,1.0,2.0,0.0,1.0,0.0,7.0,5.0,1.0,5511.0,3132.0
Arron Afflalo,30,NYK,33.4,3.7,2.0,0.4,0.1,12.8,11.3,0.4,3.4,0.4,0.5,0.8,1.2,2.0,10.9,0.5,17.9,-0.2,2.7,6.1,9.9,0.5,0.3,8.7,0.1,-2.4,2016,6.2,0.4,0,13,0.0,,0,0,0.9,5.0,2.0,0.0,3.0,0.0,0.0,8.0,0.0,2.0,7.0,8.0,3073.0,2603.5
LaMarcus Aldridge,30,SAS,30.6,8.5,1.5,0.5,1.1,18.0,14.1,0.5,0.2,0.0,0.5,0.9,1.3,2.0,22.4,0.6,25.9,2.2,10.1,15.9,8.1,0.9,2.8,7.8,0.2,1.8,2016,11.6,0.8,1,2,0.0,,0,0,0.9,21.0,28.0,2.0,2.0,5.0,0.0,23.0,2.0,33.0,51.0,27.0,1570.0,234.0
Tony Allen,34,MEM,25.3,4.6,1.1,1.7,0.3,8.4,7.3,0.5,0.7,0.4,0.5,0.7,1.2,2.7,12.9,0.5,16.8,0.8,2.4,10.4,6.9,3.5,1.0,12.8,0.1,-0.1,2016,7.7,0.5,1,7,0.0,,0,0,0.8,1.0,3.0,0.0,2.0,2.0,1.0,3.0,1.0,5.0,4.0,5.0,3692.0,3489.5
Al-Farouq Aminu,25,POR,28.5,6.1,1.7,0.9,0.6,10.2,8.8,0.4,4.3,0.4,0.5,0.7,1.5,2.1,12.7,0.5,16.9,1.3,4.0,11.5,8.8,1.5,1.8,13.2,0.1,0.2,2016,9.3,0.5,1,5,0.0,,0,0,1.0,2.0,4.0,0.0,0.0,6.0,0.0,2.0,0.0,10.0,6.0,2.0,4863.0,2844.5
Ryan Anderson,27,NOP,30.4,6.0,1.1,0.6,0.4,17.0,14.1,0.4,5.4,0.4,0.5,0.9,1.4,1.7,17.2,0.5,24.7,0.3,3.9,10.9,6.1,0.9,1.0,8.0,0.1,-1.4,2016,8.1,0.4,0,12,0.0,,0,0,0.8,7.0,1.0,0.0,5.0,8.0,0.0,12.0,0.0,9.0,8.0,12.0,2532.5,2394.5
Giannis Antetokounmpo,21,MIL,35.3,7.7,4.3,1.2,1.4,16.9,12.7,0.5,1.4,0.3,0.5,0.7,2.6,3.2,18.8,0.6,22.3,3.2,7.1,12.4,20.0,1.7,3.4,14.8,0.1,2.4,2016,14.6,0.4,0,12,0.0,,0,0,1.0,9.0,10.0,9.0,13.0,13.0,14.0,22.0,23.0,23.0,28.0,68.0,628.0,738.0
Carmelo Anthony,31,NYK,35.1,7.7,4.2,0.9,0.5,21.8,18.2,0.4,4.3,0.3,0.5,0.8,2.4,2.5,20.3,0.5,29.7,2.9,6.4,12.0,21.9,1.3,1.1,10.6,0.1,2.6,2016,13.3,0.4,0,13,0.0,,0,0,0.9,18.0,7.0,14.0,28.0,11.0,17.0,46.0,31.0,18.0,39.0,108.0,291.5,434.5
Trevor Ariza,30,HOU,35.3,4.5,2.3,2.0,0.3,12.7,10.6,0.4,6.2,0.4,0.5,0.8,1.4,2.2,12.9,0.6,15.7,2.5,5.4,7.1,10.0,2.8,0.8,10.8,0.1,1.5,2016,9.1,0.5,1,8,0.0,,0,0,1.0,2.0,0.0,0.0,1.0,3.0,3.0,3.0,3.0,3.0,2.0,9.0,2919.5,4486.5
Harrison Barnes,23,GSW,30.9,4.9,1.8,0.6,0.2,11.7,9.6,0.5,3.2,0.4,0.5,0.8,0.9,2.1,12.3,0.6,15.9,0.9,4.9,8.6,7.8,1.0,0.4,7.6,0.1,-0.2,2016,7.5,0.9,1,1,0.0,,0,0,0.8,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,6409.0,3489.5
Matt Barnes,35,MEM,28.8,5.5,2.1,1.0,0.8,10.0,9.1,0.4,4.9,0.3,0.5,0.8,1.6,3.1,11.7,0.5,17.9,1.3,2.6,10.9,11.6,1.8,2.4,13.8,0.1,0.4,2016,9.4,0.5,1,7,0.0,,0,0,0.9,1.0,6.0,2.0,3.0,4.0,4.0,4.0,6.0,10.0,9.0,16.0,2200.5,2207.0
Will Barton,25,DEN,28.7,5.8,2.5,0.9,0.5,14.4,12.0,0.4,4.0,0.3,0.5,0.8,1.7,1.8,16.0,0.5,23.0,1.1,4.3,11.2,14.4,1.5,1.3,11.2,0.1,-0.1,2016,9.7,0.4,0,11,0.0,,0,0,1.0,5.0,4.0,0.0,14.0,4.0,4.0,19.0,4.0,8.0,9.0,27.0,1570.0,2207.0
Nicolas Batum,27,CHO,35.0,6.1,5.8,0.9,0.6,14.9,12.5,0.4,5.7,0.3,0.5,0.8,2.9,1.6,15.6,0.5,21.4,2.5,5.0,9.6,26.9,1.3,1.4,17.6,0.1,2.0,2016,13.4,0.6,1,6,0.0,,0,0,0.9,9.0,9.0,21.0,5.0,6.0,11.0,14.0,32.0,15.0,39.0,78.0,521.0,434.5
Jerryd Bayless,27,MIL,28.9,2.7,3.1,0.9,0.2,10.4,8.4,0.4,4.4,0.4,0.5,0.8,1.4,2.1,12.4,0.6,16.4,0.4,2.4,5.4,16.2,1.6,0.6,13.3,0.1,-1.0,2016,6.9,0.4,0,12,0.0,,0,0,0.6,1.0,0.0,3.0,3.0,1.0,4.0,4.0,7.0,1.0,4.0,18.0,2060.5,3489.5
Kent Bazemore,26,ATL,27.8,5.1,2.3,1.3,0.5,11.6,9.7,0.4,4.1,0.4,0.5,0.8,1.8,2.3,13.4,0.6,20.0,1.2,4.1,9.9,12.7,2.3,1.4,14.8,0.1,0.3,2016,9.2,0.6,1,4,0.0,,0,0,0.9,5.0,2.0,1.0,4.0,4.0,1.0,9.0,2.0,6.0,8.0,13.0,2436.5,2394.5
Bradley Beal,22,WAS,31.1,3.4,2.9,1.0,0.2,17.4,14.5,0.4,4.9,0.4,0.5,0.8,2.0,2.1,15.5,0.5,25.3,0.6,2.7,6.2,15.6,1.5,0.5,11.3,0.1,-0.6,2016,7.5,0.5,0,10,0.0,,0,0,0.7,8.0,1.0,0.0,10.0,0.0,1.0,18.0,1.0,1.0,9.0,20.0,1939.0,2207.0
Hollis Thompson,23,PHI,25.0,2.8,1.2,0.8,0.4,8.8,7.6,0.4,4.0,0.4,0.5,0.7,0.9,2.0,10.9,0.5,15.9,0.0,2.6,6.0,8.4,1.6,1.2,10.2,0.1,-2.1,2015,5.2,0.2,0,14,0.0,,0,0,0.9,2.0,0.0,0.0,3.0,2.0,1.0,5.0,1.0,2.0,2.0,7.0,3239.0,4486.5
Jeff Teague,26,ATL,30.5,2.5,7.0,1.7,0.4,15.9,12.2,0.5,2.8,0.3,0.5,0.9,2.8,1.9,20.6,0.6,25.3,2.1,7.7,4.7,37.9,2.9,1.2,16.6,0.2,1.8,2015,11.6,0.7,1,1,0.0,,0,0,0.9,14.0,1.0,43.0,7.0,0.0,12.0,21.0,55.0,1.0,58.0,131.0,142.5,153.5
Jared Sullinger,22,BOS,27.0,7.6,2.3,0.8,0.7,13.3,12.2,0.4,3.2,0.3,0.5,0.7,1.3,2.6,17.9,0.5,23.6,1.6,4.0,15.4,14.2,1.4,2.1,9.3,0.1,2.0,2015,11.4,0.5,1,7,0.0,,0,0,0.7,5.0,8.0,1.0,7.0,10.0,1.0,12.0,2.0,18.0,14.0,16.0,2200.5,1608.0
Dirk Nowitzki,36,DAL,29.6,5.9,1.9,0.5,0.4,17.3,13.8,0.5,3.6,0.4,0.5,0.9,1.1,2.1,19.2,0.6,24.9,1.5,7.2,11.0,10.4,0.9,1.2,6.5,0.2,0.7,2015,8.7,0.6,1,7,0.0,,0,0,0.9,12.0,7.0,1.0,8.0,1.0,0.0,20.0,1.0,8.0,20.0,22.0,1817.0,1150.5
Kyle Lowry,28,TOR,34.5,4.7,6.8,1.6,0.2,17.8,14.9,0.4,5.6,0.3,0.5,0.8,2.5,3.0,19.3,0.5,25.4,3.4,7.1,7.8,32.4,2.3,0.4,12.8,0.1,3.6,2015,13.3,0.6,1,4,0.0,,0,0,0.9,13.0,2.0,34.0,8.0,2.0,18.0,21.0,52.0,4.0,49.0,125.0,179.5,265.0
Kevin Martin,31,MIN,33.4,3.6,2.3,0.8,0.0,20.0,16.0,0.4,4.9,0.4,0.5,0.9,1.9,1.9,16.7,0.5,26.6,0.0,1.9,6.2,12.5,1.3,0.1,9.7,0.1,-2.1,2015,6.7,0.2,0,15,0.0,,0,0,0.5,8.0,1.0,0.0,14.0,0.0,3.0,22.0,3.0,1.0,9.0,28.0,1530.5,2207.0
Wesley Matthews,28,POR,33.7,3.7,2.3,1.3,0.2,15.9,12.5,0.4,7.4,0.4,0.6,0.8,1.4,2.2,16.1,0.6,19.8,3.0,6.2,5.9,10.8,1.9,0.4,9.0,0.1,3.9,2015,7.5,0.6,1,6,0.0,,0,0,0.7,4.0,0.0,1.0,2.0,0.0,0.0,6.0,1.0,0.0,5.0,8.0,3073.0,3132.0
Luc Mbah a Moute,28,PHI,28.6,4.9,1.6,1.2,0.3,9.9,9.5,0.4,3.0,0.3,0.4,0.6,1.5,1.6,10.6,0.5,18.3,-0.6,1.1,9.3,9.8,2.1,0.9,12.3,0.0,-3.2,2015,8.0,0.2,0,14,0.0,,0,0,0.8,1.0,2.0,0.0,2.0,6.0,0.0,3.0,0.0,8.0,3.0,3.0,4351.5,3932.0
Ben McLemore,21,SAC,32.6,2.9,1.7,0.9,0.2,12.1,10.1,0.4,4.8,0.4,0.5,0.8,1.7,2.7,10.4,0.6,17.2,0.8,2.5,5.1,8.4,1.5,0.6,13.3,0.0,-0.8,2015,5.7,0.4,0,13,0.0,,0,0,1.0,2.0,0.0,1.0,3.0,0.0,1.0,5.0,2.0,0.0,3.0,9.0,2919.5,3932.0
Khris Middleton,23,MIL,30.1,4.4,2.3,1.5,0.1,13.4,11.0,0.5,3.4,0.4,0.5,0.9,1.4,2.3,15.6,0.6,19.9,2.0,6.7,8.4,12.7,2.6,0.4,10.8,0.1,1.4,2015,8.3,0.5,1,6,0.0,,0,0,1.0,5.0,4.0,1.0,7.0,1.0,3.0,12.0,4.0,5.0,10.0,20.0,1939.0,2045.0
C.J. Miles,27,IND,26.3,3.1,1.1,0.9,0.4,13.5,11.8,0.4,6.4,0.3,0.5,0.8,1.0,1.9,14.1,0.5,23.9,0.8,3.6,6.4,7.1,1.7,1.1,7.5,0.1,-0.3,2015,5.5,0.5,0,9,0.0,,0,0,0.9,7.0,2.0,1.0,9.0,0.0,0.0,16.0,1.0,2.0,10.0,18.0,2060.5,2045.0
Paul Millsap,29,ATL,32.7,7.8,3.1,1.8,0.9,16.7,12.7,0.5,3.0,0.4,0.5,0.8,2.3,2.8,20.0,0.6,23.8,3.7,8.3,13.6,15.4,2.8,2.4,13.3,0.2,4.2,2015,13.6,0.7,1,1,0.0,,0,0,0.9,17.0,26.0,3.0,5.0,6.0,0.0,22.0,3.0,32.0,46.0,28.0,1530.5,312.0
Greg Monroe,24,DET,31.0,10.2,2.1,1.1,0.5,15.9,12.4,0.5,0.0,,0.5,0.8,2.2,2.1,21.2,0.5,23.9,2.1,6.8,17.9,11.7,1.9,1.3,13.0,0.2,1.9,2015,13.9,0.4,0,12,0.0,,0,0,0.8,4.0,5.0,2.0,11.0,15.0,1.0,15.0,3.0,20.0,11.0,21.0,1877.0,1917.0
Marcus Morris,25,PHO,25.2,4.8,1.6,0.8,0.2,10.4,9.4,0.4,3.9,0.4,0.5,0.6,0.9,2.3,13.7,0.5,19.0,0.8,4.0,10.3,10.2,1.5,0.6,8.2,0.1,-0.4,2015,7.4,0.5,0,10,0.0,,0,0,1.0,3.0,4.0,1.0,3.0,3.0,0.0,6.0,1.0,7.0,8.0,8.0,3073.0,2394.5
Markieff Morris,25,PHO,31.5,6.2,2.3,1.2,0.5,15.3,13.4,0.5,2.2,0.3,0.5,0.8,2.1,3.0,15.8,0.5,23.3,1.2,4.6,10.7,12.4,2.0,1.2,12.4,0.1,-0.2,2015,10.2,0.5,0,10,0.0,,0,0,1.0,7.0,9.0,1.0,8.0,7.0,5.0,15.0,6.0,16.0,17.0,27.0,1570.0,1377.0
Donatas Motiejunas,24,HOU,28.7,5.9,1.8,0.8,0.5,12.0,9.9,0.5,1.9,0.4,0.5,0.6,1.7,2.9,14.4,0.6,19.1,1.0,4.7,11.4,10.8,1.4,1.3,13.7,0.1,-0.1,2015,9.0,0.7,1,3,0.0,,0,0,0.9,2.0,8.0,0.0,1.0,0.0,2.0,3.0,2.0,8.0,10.0,7.0,3239.0,2045.0
Joakim Noah,29,CHI,30.6,9.6,4.7,0.7,1.1,7.2,6.4,0.4,0.0,0.0,0.4,0.6,1.8,3.0,15.3,0.5,13.7,2.8,5.6,17.1,23.0,1.2,2.6,19.6,0.1,3.4,2015,16.1,0.6,1,3,0.0,,0,0,0.8,0.0,10.0,11.0,0.0,9.0,11.0,0.0,22.0,19.0,21.0,44.0,1032.5,1086.0
Nerlens Noel,20,PHI,30.8,8.1,1.7,1.8,1.9,9.9,8.7,0.5,0.0,,0.5,0.6,1.9,2.8,15.0,0.5,17.0,1.6,4.0,14.3,9.8,2.9,5.0,16.2,0.1,0.8,2015,13.5,0.2,0,14,0.0,,0,0,0.9,2.0,7.0,0.0,6.0,25.0,1.0,8.0,1.0,32.0,9.0,10.0,2777.0,2207.0
Victor Oladipo,22,ORL,35.7,4.2,4.1,1.7,0.3,17.9,15.1,0.4,3.4,0.3,0.5,0.8,2.8,2.6,15.9,0.5,25.2,1.3,3.5,6.6,19.3,2.4,0.6,14.3,0.1,0.0,2015,10.3,0.3,0,13,0.0,,0,0,0.9,6.0,0.0,6.0,24.0,1.0,12.0,30.0,18.0,1.0,12.0,66.0,657.0,1811.5
Rodney Stuckey,28,IND,26.4,3.5,3.1,0.8,0.1,12.6,10.6,0.4,2.0,0.4,0.5,0.8,1.7,1.8,15.4,0.5,23.4,0.9,4.0,7.3,20.2,1.5,0.4,12.2,0.1,-0.1,2015,7.5,0.5,0,9,0.0,,0,0,0.9,12.0,1.0,8.0,6.0,1.0,4.0,18.0,12.0,2.0,21.0,42.0,1088.5,1086.0
Jabari Parker,19,MIL,29.5,5.5,1.7,1.2,0.2,12.3,10.5,0.5,0.6,0.2,0.5,0.7,1.9,1.7,14.5,0.5,20.7,0.1,1.3,10.7,9.5,2.1,0.6,13.9,0.1,-1.2,2015,8.6,0.5,1,6,0.0,,0,0,0.3,1.0,1.0,0.0,3.0,4.0,1.0,4.0,1.0,5.0,2.0,6.0,3448.0,4486.5
Tony Parker,32,SAS,28.7,1.9,4.9,0.6,0.0,14.4,12.2,0.5,1.3,0.4,0.5,0.8,2.1,1.6,15.9,0.5,24.5,0.0,4.1,3.7,28.7,1.2,0.1,13.9,0.1,-2.0,2015,7.4,0.7,1,4,0.0,,0,0,0.8,14.0,0.0,25.0,6.0,0.0,9.0,20.0,34.0,0.0,39.0,88.0,428.0,434.5
Chandler Parsons,26,DAL,33.1,4.9,2.4,1.0,0.3,15.7,12.6,0.5,5.3,0.4,0.5,0.7,1.5,2.1,16.3,0.6,20.6,2.5,5.5,8.1,11.4,1.6,0.7,9.5,0.1,2.5,2015,8.6,0.6,1,7,0.0,,0,0,0.8,7.0,1.0,1.0,6.0,1.0,0.0,13.0,1.0,2.0,9.0,15.0,2279.5,2207.0
Patrick Patterson,25,TOR,26.6,5.3,1.9,0.7,0.5,8.0,6.6,0.4,3.5,0.4,0.5,0.8,0.7,1.8,14.6,0.6,13.1,2.8,6.1,11.6,10.7,1.4,1.6,8.7,0.1,3.2,2015,8.4,0.6,1,4,0.0,,0,0,1.0,0.0,5.0,1.0,0.0,3.0,0.0,0.0,1.0,8.0,6.0,2.0,4863.0,2844.5
Elfrid Payton,20,ORL,30.4,4.3,6.5,1.7,0.2,8.9,8.6,0.4,0.5,0.3,0.4,0.6,2.5,2.4,13.8,0.5,18.3,0.8,2.3,7.9,32.6,2.9,0.7,20.2,0.0,-0.7,2015,12.7,0.3,0,13,0.0,,0,0,1.0,1.0,2.0,17.0,3.0,3.0,39.0,4.0,56.0,5.0,20.0,116.0,239.5,1150.5
Nikola Pekovic,29,MIN,26.3,7.5,0.9,0.6,0.4,12.5,10.6,0.4,0.0,,0.4,0.8,1.4,1.9,16.6,0.5,23.1,-0.5,1.2,16.4,5.7,1.2,1.2,9.8,0.1,-4.5,2015,9.4,0.2,0,15,0.0,,0,0,0.4,1.0,2.0,0.0,1.0,6.0,0.0,2.0,0.0,8.0,3.0,2.0,4863.0,3932.0
Paul Pierce,37,WAS,26.2,4.0,2.0,0.6,0.3,11.9,9.0,0.4,4.2,0.4,0.5,0.8,1.3,2.2,15.2,0.6,19.9,1.7,5.5,8.7,11.9,1.2,1.0,10.9,0.1,1.5,2015,6.9,0.6,1,5,0.0,,0,0,0.9,4.0,0.0,0.0,3.0,1.0,0.0,7.0,0.0,1.0,4.0,7.0,3239.0,3489.5
Zach Randolph,33,MEM,32.5,10.5,2.2,1.0,0.2,16.1,13.1,0.5,0.3,0.3,0.5,0.8,2.2,2.5,19.5,0.5,24.3,2.0,7.2,18.5,11.4,1.6,0.5,12.8,0.1,1.5,2015,13.9,0.7,1,5,0.0,,0,0,0.9,16.0,35.0,6.0,6.0,11.0,3.0,22.0,9.0,46.0,57.0,40.0,1147.5,169.5
J.J. Redick,30,LAC,30.9,2.1,1.8,0.5,0.1,16.4,12.0,0.5,5.9,0.4,0.6,0.9,1.2,1.7,16.2,0.6,21.0,1.6,6.7,3.9,9.0,0.8,0.3,8.5,0.1,0.7,2015,4.5,0.7,1,2,0.0,,0,0,1.0,8.0,0.0,0.0,2.0,0.0,0.0,10.0,0.0,0.0,8.0,10.0,2777.0,2394.5
Derrick Rose,26,CHI,30.0,3.2,4.9,0.7,0.3,17.7,16.4,0.4,5.3,0.3,0.5,0.8,3.2,1.2,15.9,0.5,31.7,0.3,1.2,5.7,30.7,1.2,0.8,14.9,0.0,-1.3,2015,9.1,0.6,1,3,0.0,,0,0,0.6,9.0,0.0,14.0,5.0,0.0,7.0,14.0,21.0,0.0,23.0,56.0,800.5,961.5
Terrence Ross,23,TOR,25.5,2.8,1.0,0.6,0.3,9.8,9.2,0.4,4.8,0.4,0.5,0.8,0.8,1.7,11.2,0.5,18.3,0.2,2.4,6.2,6.5,1.3,1.0,8.1,0.1,-1.6,2015,4.7,0.6,1,4,0.0,,0,0,1.0,1.0,1.0,0.0,2.0,0.0,1.0,3.0,1.0,1.0,2.0,5.0,3692.0,4486.5
Ricky Rubio,24,MIN,31.5,5.7,8.8,1.7,0.0,10.3,10.0,0.4,2.3,0.3,0.4,0.8,2.9,2.7,15.2,0.5,20.0,0.3,0.5,10.3,43.5,2.8,0.1,20.4,0.0,-0.5,2015,16.2,0.2,0,15,0.0,,0,0,0.3,0.0,1.0,6.0,0.0,1.0,11.0,0.0,17.0,2.0,7.0,34.0,1321.0,2603.5
Marcus Smart,20,BOS,27.0,3.3,3.1,1.5,0.3,7.8,7.1,0.4,4.1,0.3,0.5,0.6,1.3,2.6,11.0,0.5,15.1,1.4,2.9,6.7,16.3,2.7,0.8,14.4,0.1,1.1,2015,8.2,0.5,1,7,0.0,,0,0,0.8,1.0,1.0,3.0,1.0,1.0,4.0,2.0,7.0,2.0,5.0,16.0,2200.5,3132.0
Lance Stephenson,24,CHO,25.8,4.5,3.9,0.6,0.1,8.2,9.0,0.4,1.7,0.2,0.4,0.6,2.1,2.2,8.8,0.4,21.1,-0.6,-0.9,9.7,25.4,1.2,0.4,17.6,-0.0,-3.5,2015,9.1,0.4,0,11,0.0,,0,0,0.7,0.0,3.0,6.0,1.0,5.0,10.0,1.0,16.0,8.0,9.0,33.0,1358.5,2207.0
Jabari Brown,22,LAL,29.9,1.9,2.1,0.6,0.1,11.9,8.9,0.4,3.3,0.4,0.5,0.8,1.7,1.7,11.0,0.5,18.8,-0.3,0.4,3.5,11.0,1.1,0.3,13.4,0.0,-3.8,2015,4.7,0.3,0,14,0.0,,0,0,0.2,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,3.0,4351.5,6437.0
Chris Bosh,30,MIA,35.4,7.0,2.2,0.9,0.6,21.1,16.9,0.5,3.8,0.4,0.5,0.8,2.2,1.6,19.8,0.5,28.4,0.8,3.6,12.0,12.0,1.4,1.4,10.1,0.1,-0.1,2015,10.7,0.5,0,10,0.0,,0,0,0.5,9.0,10.0,1.0,8.0,11.0,1.0,17.0,2.0,21.0,20.0,21.0,1877.0,1150.5
Alec Burks,22,UTA,28.1,3.3,2.7,0.9,0.2,14.0,10.7,0.5,1.8,0.3,0.5,0.7,1.9,2.4,15.8,0.5,23.9,0.5,3.2,6.8,16.9,1.7,0.5,13.0,0.1,-1.2,2014,7.1,0.3,0,15,0.0,,0,0,1.0,4.0,0.0,1.0,11.0,1.0,9.0,15.0,10.0,1.0,5.0,35.0,1289.0,3132.0
Serge Ibaka,24,OKC,32.9,8.8,1.0,0.5,2.7,15.1,12.1,0.5,0.7,0.4,0.5,0.8,1.5,2.9,19.6,0.6,19.8,2.6,9.6,15.0,5.2,0.7,6.7,10.3,0.2,1.9,2014,13.0,0.7,1,2,0.0,,0,0,1.0,1.0,25.0,0.0,0.0,12.0,0.0,1.0,0.0,37.0,26.0,1.0,5511.0,820.0
Richard Jefferson,33,UTA,27.0,2.7,1.6,0.7,0.2,10.1,8.0,0.5,3.7,0.4,0.5,0.7,1.1,2.0,11.8,0.6,16.9,0.3,2.7,5.7,9.6,1.3,0.5,11.5,0.1,-1.4,2014,5.2,0.3,0,15,0.0,,0,0,1.0,2.0,0.0,0.0,3.0,0.0,1.0,5.0,1.0,0.0,2.0,7.0,3239.0,4486.5
Reggie Jackson,23,OKC,28.5,3.9,4.1,1.1,0.1,13.1,11.5,0.4,3.1,0.3,0.5,0.9,2.1,1.8,15.4,0.5,22.6,0.9,4.9,7.8,23.1,1.9,0.3,14.5,0.1,-0.4,2014,9.2,0.7,1,2,0.0,,0,0,1.0,1.0,0.0,11.0,0.0,0.0,6.0,1.0,17.0,0.0,12.0,35.0,1289.0,1811.5
Jarrett Jack,30,CLE,28.2,2.8,4.1,0.7,0.3,9.5,8.7,0.4,2.3,0.3,0.5,0.8,1.7,1.7,11.5,0.5,17.8,-0.2,2.3,5.6,22.7,1.3,0.8,14.8,0.0,-2.3,2014,7.9,0.4,0,10,0.0,,0,0,1.0,1.0,1.0,7.0,2.0,0.0,12.0,3.0,19.0,1.0,9.0,41.0,1121.0,2207.0
Kyrie Irving,21,CLE,35.2,3.6,6.1,1.5,0.3,20.8,17.4,0.4,4.8,0.4,0.5,0.9,2.7,2.3,20.1,0.5,28.2,3.3,6.7,5.8,31.6,2.2,0.8,12.1,0.1,3.2,2014,11.5,0.4,0,10,0.0,,0,0,0.9,13.0,1.0,18.0,23.0,0.0,23.0,36.0,41.0,1.0,32.0,118.0,225.5,599.0
Ersan Ilyasova,26,MIL,26.9,6.2,1.3,0.8,0.1,11.2,10.5,0.4,2.4,0.3,0.4,0.8,1.1,2.5,13.8,0.5,21.3,-0.5,1.6,13.3,8.4,1.6,0.4,8.7,0.1,-3.2,2014,8.4,0.2,0,15,0.0,,0,0,0.7,1.0,2.0,0.0,6.0,11.0,0.0,7.0,0.0,13.0,3.0,7.0,3239.0,3932.0
Andre Iguodala,30,GSW,32.4,4.7,4.2,1.5,0.3,9.3,7.3,0.5,2.8,0.4,0.5,0.7,1.6,1.6,13.7,0.6,13.3,2.6,5.8,7.8,18.2,2.3,0.7,16.2,0.1,3.0,2014,10.7,0.6,1,6,0.0,,0,0,0.8,2.0,1.0,4.0,0.0,2.0,4.0,2.0,8.0,3.0,7.0,18.0,2060.5,2603.5
Dwight Howard,28,HOU,33.7,12.2,1.8,0.8,1.8,18.3,11.3,0.6,0.1,0.3,0.6,0.5,3.2,3.4,21.3,0.6,24.0,2.4,8.0,20.1,9.3,1.2,4.0,17.5,0.2,1.9,2014,16.6,0.7,1,5,0.0,,0,0,0.9,11.0,34.0,1.0,5.0,18.0,2.0,16.0,3.0,52.0,46.0,22.0,1817.0,312.0
Shawn Marion,35,DAL,31.7,6.5,1.6,1.2,0.5,10.4,9.3,0.5,2.1,0.4,0.5,0.8,1.3,1.6,13.7,0.5,15.7,1.9,4.3,11.9,7.6,1.9,1.3,11.4,0.1,1.1,2014,9.8,0.6,1,8,0.0,,0,0,0.9,2.0,7.0,1.0,0.0,4.0,2.0,2.0,3.0,11.0,10.0,8.0,3073.0,2045.0
Al Horford,27,ATL,33.0,8.4,2.6,0.9,1.5,18.6,14.5,0.6,0.4,0.4,0.6,0.7,2.2,1.9,22.0,0.6,24.7,1.1,2.8,14.8,15.2,1.4,3.6,12.3,0.1,2.8,2014,13.4,0.5,1,8,0.0,,0,0,0.4,6.0,7.0,0.0,2.0,4.0,0.0,8.0,0.0,11.0,13.0,8.0,3073.0,1707.0
Jrue Holiday,23,NOP,33.6,4.2,7.9,1.6,0.4,14.3,13.4,0.4,2.3,0.4,0.5,0.8,3.1,2.7,17.1,0.5,23.3,0.8,1.5,7.2,38.9,2.6,0.9,17.9,0.1,0.7,2014,14.1,0.4,0,12,0.0,,0,0,0.4,1.0,0.0,10.0,1.0,1.0,16.0,2.0,26.0,1.0,11.0,54.0,831.0,1917.0
